UAI,Nom,Type,Statut,Adresse,Code_Postal,Commune,Téléphone,Mail,REP ?,Circo 1er degre,latitude,longitude,Réseau
0132075K,École primaire privée Saint Georges,École,Privé,6 rue Capitaine Dessemond,13007,Marseille  7e  Arrondissement,04 91 52 78 34,ce.0132075K@ac-aix-marseille.fr,,Écoles privées,43.28859447565762,5.358270122801517,Marseille Vieux Port
0132079P,École élémentaire privée Lacordaire,École,Privé,7 boulevard Lacordaire,13013,Marseille 13e  Arrondissement,04 91 12 20 80,ce.0132079P@ac-aix-marseille.fr,,Écoles privées,43.31975063009736,5.405976042924862,Marseille Vieux Port
0132080R,École primaire privée Sacré-Coeur,École,Privé,22 rue Barthélémy,13001,Marseille  1er Arrondissement,04 91 48 05 92,ce.0132080R@ac-aix-marseille.fr,,Écoles privées,43.29747846208336,5.386456887967506,Marseille Vieux Port
0132081S,École primaire privée Sévigné,École,Privé,1 avenue de Saint Jerome,13202,Marseille 13e  Arrondissement,04 91 66 22 75,ce.0132081S@ac-aix-marseille.fr,,Écoles privées,43.3291589525139,5.418857683523358,Marseille Étoile
0132082T,École primaire privée Saint Barnabé,École,Privé,2 rue Léon Meisserel,13012,Marseille 12e  Arrondissement,04 91 49 69 30,ce.0132082T@ac-aix-marseille.fr,,Écoles privées,43.30461607908255,5.418610454001772,Marseille Collines
0132085W,École primaire privée Saint Joseph,École,Privé,1 place Lagnel,13550,Noves,04 90 94 38 97,ce.0132085W@ac-aix-marseille.fr,,Écoles privées,43.87745272879236,4.900760579830728,Avignon
0132086X,École primaire privée Alpilles-Durance,École,Privé,2 boulevard de Verdun,13870,Rognonas,04 90 94 88 06,direction.ecole@alpilles-durance.org,,Écoles privées,43.89962019163275,4.802877263658917,Avignon
0132087Y,École primaire privée Saint Martin,École,Privé,2 avenue Louis Mistral,13210,Saint-Rémy-de-Provence,04 90 92 08 02,ce.0132087Y@ac-aix-marseille.fr,,Écoles privées,43.79101109022683,4.829220353608522,Camargue
0132089A,École primaire privée Notre-Dame Grâce -Saint Joseph,École,Privé,24 avenue Auguste Daillan,13910,Maillane,04 90 95 74 20,ogec.ndg@orange.fr,,Écoles privées,43.83148899052186,4.780489999524345,Camargue
0132091C,École primaire privée Petit Castelet,École,Privé,467 chemin du Petit Castelet,13150,Tarascon,04 90 91 01 51,ce.0132091C@ac-aix-marseille.fr,,Écoles privées,43.78092038516776,4.659377470034466,Camargue
0132092D,École primaire privée Sainte Marthe,École,Privé,avenue Alphonse Daudet,13150,Tarascon,04 90 91 03 48,ce.0132092D@ac-aix-marseille.fr,,Écoles privées,43.80890416902327,4.661600329715714,Camargue
0132093E,École primaire privée Jeanne d'Arc,École,Privé,boulevard Théodore Aubanel,13140,Miramas,09 71 53 15 95,jeannedarc.miramas@orange.fr,,Écoles privées,43.589455606161614,4.9991597844801055,La Crau
0132094F,École primaire privée Sainte Marie,École,Privé,302 chemin de Riquet,13400,Aubagne,04 13 92 10 00,ce.0132094F@ac-aix-marseille.fr,,Écoles privées,43.28970231562153,5.575909540169774,Le Garlaban
0132096H,École primaire privée Sainte Claire,École,Privé,41 rue Victor Hugo,13260,Cassis,04 42 01 78 11,contact@ecolesainteclaire.fr,,Écoles privées,43.214921363148605,5.5396403003798325,Le Garlaban
0132097J,École primaire privée Sainte Anne,École,Privé,335 boulevard de la République,13600,La Ciotat,04 86 33 65 86,ce.0132097J@ac-aix-marseille.fr,,Écoles privées,43.17659875521522,5.606399582422722,Le Garlaban
0132099L,École primaire privée Notre-Dame de Caderot,École,Privé,chemin de Caderot Quart Autin,13130,Berre-l'Etang,04 42 85 42 82,ce.0132099L@ac-aix-marseille.fr,,Écoles privées,43.47903086595322,5.16741955824765,La Nerthe
0132102P,École primaire privée Saint Louis,École,Privé,route Nat 568,13180,Gignac-la-Nerthe,04 42 88 51 22,ce.0132102P@ac-aix-marseille.fr,,Écoles privées,43.395909359195336,5.234543690321668,La Nerthe
0132103R,École primaire privée Sainte Marie,École,Privé,avenue Calderon,13700,Marignane,04 42 88 89 90,ce.0132103R@ac-aix-marseille.fr,,Écoles privées,43.4116305007158,5.2358960738073295,La Nerthe
0132105T,École primaire privée Sainte Élisabeth,École,Privé,1 chemin des Fraises Gavotte,13170,Les Pennes-Mirabeau,04 91 51 30 89,ce.0132105T@ac-aix-marseille.fr,,Écoles privées,43.38472150992133,5.3459840870868485,La Nerthe
0132106U,École primaire privée Saint Michel,École,Privé,Rond-Point Rond Point de Pont Ro,13370,Mallemort,09 66 93 70 82,ce.0132106U@ac-aix-marseille.fr,,Écoles privées,43.71013259825424,5.191535282188147,Salon
0132107V,École primaire privée Sainte Madeleine,École,Privé,2 avenue de Verdun,13440,Cabannes,04 90 95 21 85,ce.0132107V@ac-aix-marseille.fr,,Écoles privées,43.860387204956346,4.947410404800776,Luberon
0132108W,École primaire privée Viala-Lacoste,École,Privé,76 avenue Gaston Cabrier,13300,Salon-de-Provence,04 90 56 62 34,ce.0132108W@ac-aix-marseille.fr,,Écoles privées,43.64095154155709,5.101158394271276,Salon
0132109X,École primaire privée la Présentation,École,Privé,Square Jean Xxiii,13300,Salon-de-Provence,04 90 56 08 16,ce.0132109X@ac-aix-marseille.fr,,Écoles privées,43.64338793979403,5.096879792089144,Salon
0132110Y,École primaire privée Jeanne d'Arc,École,Privé,route Lancon,13330,Pélissanne,04 90 55 15 79,jeanne.darc13330@orange.fr,,Écoles privées,43.62628534398183,5.153164404412452,Salon
0132111Z,École primaire privée Sainte Marie-Madeleine,École,Privé,24 place Edmond Audran,13004,Marseille  4e  Arrondissement,04 91 49 32 92,m.madeleine13@wanadoo.fr,,Écoles privées,43.30995469168466,5.402149621358378,Marseille Vieux Port
0132112A,École primaire privée Henri Margalhan,École,Privé,11 chemin du Four de Buze,13014,Marseille 14e  Arrondissement,04 91 10 18 40,secretariat@margalhan.com,,Écoles privées,43.34259235360102,5.39728063388497,Marseille Étoile
0132114C,Collège Henri Margalhan,Collège,Privé,56 boulevard Caune,13014,Marseille,04 91 10 18 40,secretariat@margalhan.com,,,43.34083436263802,5.396196346280206,Marseille Étoile
0132148P,École maternelle Granière,École,Public,chemin des Baumillons,13015,Marseille 15e  Arrondissement,04 91 96 15 36,ce.0132148P@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.38160736840274,5.366780088249142,Marseille Madrague
0132152U,École élémentaire Saint Norbert,École,Public,boulevard des Nations Unies,13300,Salon-de-Provence,04 90 53 48 78,ce.0132152U@ac-aix-marseille.fr,REP,Salon de Provence,43.64963195650128,5.104010330876341,Salon
0132153V,École maternelle Saint-Norbert,École,Public,boulevard des Nations Unies,13300,Salon-de-Provence,04 90 42 07 52,ce.0132153V@ac-aix-marseille.fr,REP,Salon de Provence,43.64942334691567,5.103720044298913,Salon
0132155X,École élémentaire Plan d'Aou,École,Public,1 bd du Commandant Robert Thollon,13015,Marseille 15e  Arrondissement,04 91 51 27 37,ce.0132155X@ac-aix-marseille.fr,REP+,Marseille Estaque,43.36866552262305,5.352892431683796,Marseille Madrague
0132156Y,École maternelle Château Saint-Jacques,École,Public,56 boulevard de la Valbarelle,13011,Marseille 11e  Arrondissement,04 91 44 72 52,ce.0132156Y@ac-aix-marseille.fr,,Marseille Huveaune,43.28671708183654,5.446240366126721,Marseille Huveaune
0132159B,École maternelle Paul Cézanne,École,Public,boulevard Cézanne quartier des Blazot,13300,Salon-de-Provence,04 90 56 32 89,ce.0132159B@ac-aix-marseille.fr,,Salon de Provence,43.64574786295683,5.088190311147189,Salon
0132160C,École maternelle Jean Zay,École,Public,traverse de la Marine,13600,La Ciotat,04 42 08 67 82,ce.0132160C@ac-aix-marseille.fr,,La Ciotat,43.18101489177117,5.600919674895707,Le Garlaban
0132161D,École élémentaire Paul Bert,École,Public,traverse de la Marine,13600,La Ciotat,04 42 83 31 01,ce.0132161D@ac-aix-marseille.fr,,La Ciotat,43.18078723276221,5.600470391639403,Le Garlaban
0132163F,École maternelle Pie d'Autry,École,Public,Pie d'Autry,13190,Allauch,04 91 68 54 72,ce.0132163F@ac-aix-marseille.fr,,Allauch Plan-de-Cuques Château Gombert,43.34133512462383,5.478529705570204,Marseille Étoile
0132164G,École élémentaire Langevin-Wallon,École,Public,chemin de la Bédoule,13240,Septèmes-les-Vallons,04 91 51 70 06,ce.0132164G@ac-aix-marseille.fr,REP,Gardanne,43.3862767999242,5.352698984930238,Marseille Étoile
0132165H,École maternelle Jean Maurel,École,Public,154 boulevard des Camus,13540,Aix-en-Provence,04 42 92 11 68,ce.0132165H@ac-aix-marseille.fr,,Aix - Touloubre,43.58360566235665,5.421639366468916,Sainte Victoire
0132166J,École primaire Marcel Pagnol,École,Public,avenue Jean Paul Coste,13100,Aix-en-Provence,04 42 26 67 57,ce.0132166J@ac-aix-marseille.fr,,Aix - Ste Victoire,43.51398834848256,5.455520442608812,Sainte Victoire
0132167K,École maternelle d'application Arène,École,Public,boulevard Schweitzer,13090,Aix-en-Provence,04 42 59 07 65,ce.0132167K@ac-aix-marseille.fr,REP,Aix - Ste Victoire,43.52291560979076,5.428949719465479,Sainte Victoire
0132169M,École élémentaire la Mareschale,École,Public,avenue Albert Baudouin,13100,Aix-en-Provence,04 42 59 24 77,ce.0132169M@ac-aix-marseille.fr,,Aix - Ste Victoire,43.52514046463347,5.433180566671467,Sainte Victoire
0132173S,École maternelle Montolivet,École,Public,29 boulevard Dié,13012,Marseille 12e  Arrondissement,04 91 93 39 39,ce.0132173S@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.317762896745634,5.427659798246459,Marseille Collines
0132175U,École élémentaire Saint Loup Centre,École,Public,103 boulevard de Saint Loup,13010,Marseille 10e  Arrondissement,04 91 44 73 07,ce.0132175U@ac-aix-marseille.fr,,Marseille Huveaune,43.28329952163036,5.432980713630899,Marseille Huveaune
0132176V,École élémentaire Saint André Barnier,École,Public,274 boulevard Barnier,13015,Marseille 15e  Arrondissement,04 91 46 05 83,ce.0132176V@ac-aix-marseille.fr,REP+,Marseille Estaque,43.36482722932509,5.341596321533834,Marseille Madrague
0132177W,École maternelle Plan d'Aou,École,Public,1 boulevard Commandant Thollon,13015,Marseille 15e  Arrondissement,04 91 51 25 99,ce.0132177W@ac-aix-marseille.fr,REP+,Marseille Estaque,43.369052457815066,5.354840186251629,Marseille Madrague
0132179Y,École élémentaire Canet Jean Jaurès,École,Public,20 rue du Muret,13014,Marseille 14e  Arrondissement,04 91 98 00 69,ce.0132179Y@ac-aix-marseille.fr,REP+,Marseille  le Canet,43.331759877921854,5.380699949822518,Marseille Vieux Port
0132180Z,École élémentaire des Moulins,École,Public,765 chemin de la Côte,13570,Barbentane,04 90 90 07 09,ce.0132180Z@ac-aix-marseille.fr,,Saint Rémy de Provence,43.89464680416764,4.748243986975494,Avignon
0132181A,École élémentaire Jean Maurel,École,Public,boulevard des Camus,13540,Aix-en-Provence,04 42 92 11 69,ce.0132181A@ac-aix-marseille.fr,,Aix - Touloubre,43.58403528296217,5.421709507468382,Sainte Victoire
0132183C,École élémentaire Rose Frais Vallon Sud,École,Public,avenue de Frais Vallon,13013,Marseille 13e  Arrondissement,04 91 66 14 96,ce.0132183C@ac-aix-marseille.fr,REP+,Marseille la Rose,43.325013596910665,5.428810918779062,Marseille Étoile
0132184D,École élémentaire Montolivet,École,Public,117 boulevard de l'Aiguillette,13012,Marseille 12e  Arrondissement,04 91 93 06 27,ce.0132184D@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.31801940804599,5.428060111982213,Marseille Collines
0132185E,École élémentaire Bois Lemaitre,École,Public,avenue Jean Compadieu,13012,Marseille 12e  Arrondissement,04 91 93 06 26,ce.0132185E@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.32090851095654,5.433260501824437,Marseille Collines
0132189J,École maternelle Saint-Joseph les Micocouliers,École,Public,8 boulevard Roland Dorgelès,13014,Marseille 14e  Arrondissement,04 91 60 75 69,ce.0132189J@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.346750266482594,5.380047978938231,Marseille Vieux Port
0132191L,École maternelle Saint-André Barnier,École,Public,274 boulevard Barnier,13015,Marseille 15e  Arrondissement,04 91 46 06 29,ce.0132191L@ac-aix-marseille.fr,REP+,Marseille Estaque,43.36516725272247,5.342103583357518,Marseille Madrague
0132192M,École élémentaire Saint Joseph les Micocouliers,École,Public,8 boulevard Roland Dorgelès,13014,Marseille 14e  Arrondissement,04 91 60 15 64,ce.0132192M@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.3465704285048,5.380040549261383,Marseille Vieux Port
0132193N,Lycée professionnel Edmond Rostand,Lycée,Privé,13 rue Raymond Teisseire,13008,Marseille,04 91 37 43 75,,,,43.27472102324108,5.397146079538821,Marseille Calanques
0132198U,École maternelle Saint-Jérôme Place,École,Public,boulevard Auphan,13013,Marseille 13e  Arrondissement,04 91 66 40 17,ce.0132198U@ac-aix-marseille.fr,,Marseille le Merlan,43.32989141496598,5.419869797274861,Marseille Étoile
0132199V,École maternelle Air Bel,École,Public,chemin de la Maternelle,13011,Marseille 11e  Arrondissement,04 91 35 30 02,ce.0132199V@ac-aix-marseille.fr,REP,Marseille Saint Barnabé,43.2906544324732,5.431090616363405,Marseille Collines
0132200W,École maternelle Rose Frais Vallon Centre,École,Public,4 impasse Ravel,13013,Marseille 13e  Arrondissement,04 91 66 24 52,ce.0132200W@ac-aix-marseille.fr,REP+,Marseille la Rose,43.326139366837175,5.430819749093761,Marseille Étoile
0132204A,Collège Pont de Vivaux,Collège,Public,31 rue François Mauriac,13010,Marseille,04 91 29 90 60,ce.0132204A@ac-aix-marseille.fr,REP,Marseille - ASH,43.27705886764262,5.416830370752995,Marseille Huveaune
0132205B,Collège Gaston Defferre,Collège,Public,12 rue Paul Codaccioni,13263,Marseille,04 91 52 33 14,ce.0132205B@ac-aix-marseille.fr,,Marseille - ASH,43.28812171917147,5.361579528333026,Marseille Vieux Port
0132207D,Collège Jules Massenet,Collège,Public,35 boulevard Massenet,13014,Marseille,04 91 09 53 90,ce.0132207D@ac-aix-marseille.fr,REP+,Marseille - ASH,43.34236830973755,5.380939776327611,Marseille Vieux Port
0132208E,Collège Marcel Pagnol,Collège,Public,1 boulevard des Rayettes,13500,Martigues,04 42 80 18 99,ce.0132208E@ac-aix-marseille.fr,REP,Arles - ASH Ouest,43.41239943428008,5.04205763920382,Cote Bleue
0132210G,Lycée polyvalent Jean Lurçat,Lycée,Public,boulevard des Rayettes,13693,Martigues,04 42 41 31 80,ce.0132210G@ac-aix-marseille.fr,,,43.417226216362494,5.033620213713909,Cote Bleue
0132212J,Collège Frédéric Mistral,Collège,Public,avenue Frédéric Mistral,13528,Port-de-Bouc,04 42 06 25 08,ce.0132212J@ac-aix-marseille.fr,REP+,,43.409564143574286,4.977595357233713,Cote Bleue
0132214L,Collège Henri Fabre,Collège,Public,65 boulevard Paul Guigou,13127,Vitrolles,04 42 15 90 40,ce.0132214L@ac-aix-marseille.fr,REP+,Arles - ASH Ouest,43.44084480591727,5.250809992084071,La Nerthe
0132217P,Collège Mont-Sauvy,Collège,Public,1 avenue du Lieutenant-Colonel Reynaud,13660,Orgon,04 90 73 39 70,ce.0132217P@ac-aix-marseille.fr,REP,Arles - ASH Ouest,43.7960920994055,5.031266668352428,Luberon
0132246W,École maternelle la Mareschale,École,Public,avenue de Tubingen,13090,Aix-en-Provence,04 42 59 06 71,ce.0132246W@ac-aix-marseille.fr,,Aix - Ste Victoire,43.52642740584263,5.432429733724263,Sainte Victoire
0132248Y,École maternelle Louis Pecout,École,Public,Fardeloup,13600,La Ciotat,04 42 08 26 20,ce.0132248Y@ac-aix-marseille.fr,,La Ciotat,43.1866686501676,5.588754679936371,Le Garlaban
0132249Z,École maternelle Jacques Prévert,École,Public,boulevard Victor Jauffret,13450,Grans,04 90 56 41 92,ce.0132249Z@ac-aix-marseille.fr,,Salon de Provence,43.60786968820046,5.065420439273162,Salon
0132250A,École maternelle Paul Di Lorto,École,Public,allée Denise Soleibeau,13500,Martigues,04 42 80 12 14,ce.0132250A@ac-aix-marseille.fr,REP,Martigues,43.41337246272877,5.04985962315308,Cote Bleue
0132253D,École maternelle les Amandiers,École,Public,les Amandiers,13170,Les Pennes-Mirabeau,04 91 51 84 43,ce.0132253D@ac-aix-marseille.fr,,Marignane,43.386080756981066,5.33582038441035,La Nerthe
0132254E,École maternelle France Bloch,École,Public,rue Paul Eluard quartier Vauban,13230,Port-Saint-Louis-du-Rhône,04 42 86 01 58,ce.0132254E@ac-aix-marseille.fr,REP,Saint Martin de Crau,43.3980753677883,4.797419528587899,Camargue
0132255F,École maternelle Jean Rostand,École,Public,quartier des Aires Est,13920,Saint-Mitre-les-Remparts,04 42 44 02 05,ce.0132255F@ac-aix-marseille.fr,,Istres,43.45710735380096,5.019980514160827,La Crau
0132256G,École maternelle les Cadenaux,École,Public,71 impasse de la Maternelle,13170,Les Pennes-Mirabeau,04 91 51 79 55,ce.0132256G@ac-aix-marseille.fr,,Marignane,43.395339176548745,5.342240136858676,La Nerthe
0132257H,École élémentaire Paul Di Lorto,École,Public,chemin de la Vierge,13500,Martigues,04 42 80 54 47,ce.0132257H@ac-aix-marseille.fr,REP,Martigues,43.41308991634836,5.049619943652723,Cote Bleue
0132259K,École élémentaire Isabelle Blain,École,Public,quartier la Gavotte,13170,Les Pennes-Mirabeau,04 91 51 93 91,ce.0132259K@ac-aix-marseille.fr,,Marignane,43.38623906466821,5.335699700948583,La Nerthe
0132260L,École primaire Marcel Gresset,École,Public,avenue des Anciens Combattants,13140,Miramas,04 90 58 06 26,ce.0132260L@ac-aix-marseille.fr,,Miramas,43.59037266938569,5.003560411105897,La Crau
0132261M,École élémentaire Louis Pecout,École,Public,Cité Fardeloup,13600,La Ciotat,04 42 08 57 53,ce.0132261M@ac-aix-marseille.fr,,La Ciotat,43.18598081265096,5.588240505780892,Le Garlaban
0132262N,École élémentaire François Bessou,École,Public,rue Jacques Duclos quartier Beau Logis,13740,le Rove,04 91 46 94 70,ce.0132262N@ac-aix-marseille.fr,,Marignane,43.37061960511253,5.25282732968584,La Nerthe
0132263P,École élémentaire Simone Veil,École,Public,avenue du 8 Mai 1945,13850,Gréasque,04 42 53 81 41,ce.0132263P@ac-aix-marseille.fr,,Trets,43.43208825846024,5.546739796320188,Sainte Victoire
0132264R,École élémentaire Georges Brassens,École,Public,8 boulevard Victor Jauffret,13450,Grans,04 90 56 48 37,ce.0132264R@ac-aix-marseille.fr,,Salon de Provence,43.60784601888397,5.065860560688301,Salon
0132265S,École élémentaire Ouvière,École,Public,3 impasse Saint François,13710,Fuveau,04 42 65 65 61,ce.0132265S@ac-aix-marseille.fr,,Aix - Ste Victoire,43.45277605225582,5.553696713592681,Sainte Victoire
0132266T,École élémentaire Simone Veil,École,Public,chemin des Écoliers,13780,Cuges-les-Pins,04 42 72 74 91,ce.0132266T@ac-aix-marseille.fr,,La Ciotat,43.27529587725807,5.700752581673149,Le Garlaban
0132267U,École élémentaire Rose la Garde,École,Public,rue Augustin Merlhou,13013,Marseille 13e  Arrondissement,04 91 66 13 05,ce.0132267U@ac-aix-marseille.fr,REP+,Marseille la Rose,43.33555270474165,5.427530202624877,Marseille Étoile
0132270X,École maternelle Chanteperdrix,École,Public,30 traverse Chanteperdrix,13010,Marseille 10e  Arrondissement,04 91 44 72 49,ce.0132270X@ac-aix-marseille.fr,REP,Marseille Huveaune,43.276398749526855,5.431249714647884,Marseille Huveaune
0132271Y,École maternelle Saint-Loup Centre,École,Public,103 boulevard de Saint Loup,13010,Marseille 10e  Arrondissement,04 91 44 73 10,ce.0132271Y@ac-aix-marseille.fr,,Marseille Huveaune,43.28329120722988,5.433349928447053,Marseille Huveaune
0132272Z,École maternelle Cité Saint-Louis,École,Public,111 avenue du Rove,13016,Marseille 16e  Arrondissement,04 91 60 95 94,ce.0132272Z@ac-aix-marseille.fr,REP+,Marseille Madrague,43.35194660017445,5.35328253300575,Marseille Madrague
0132274B,École élémentaire Malpassé les Lauriers,École,Public,9 rue de Marathon,13013,Marseille 13e  Arrondissement,04 91 70 02 47,ce.0132274B@ac-aix-marseille.fr,REP+,Marseille Belle de Mai,43.32691541667964,5.413008760782302,Marseille Étoile
0132275C,École élémentaire Bricarde,École,Public,125 boulevard Barnier,13015,Marseille 15e  Arrondissement,04 91 51 29 29,ce.0132275C@ac-aix-marseille.fr,REP+,Marseille Estaque,43.3703636549193,5.347348441504294,Marseille Madrague
0132276D,Lycée professionnel Pierre Latécoère,Lycée,Public,avenue des Bolles,13800,Istres,04 42 41 19 50,ce.0132276D@ac-aix-marseille.fr,,,43.50369583185041,4.9944503076734605,La Crau
0132277E,Collège privé la Source,Collège,Privé Hors Contrat,104 boulevard Paul Claudel,13009,Marseille  9e  Arrondissement,04 91 75 20 98,insfrh@yahoo.fr,,,43.26773466102191,5.411619450039629,Marseille Huveaune
0132280H,Lycée polyvalent Henri Leroy,Lycée,Privé,29 avenue Louis Aragon,13230,Port-Saint-Louis-du-Rhône,04 42 86 01 57,accueil@lyceeleroy.fr,,,43.391342310751575,4.804575903380054,Camargue
0132283L,Collège Saint-Charles,Collège,Privé,8 boulevard Boyer,13003,Marseille,04 91 84 08 10,ce.0132283L@ac-aix-marseille.fr,,,43.31291076369306,5.386197320792394,Marseille Vieux Port
0132285N,École élémentaire Jacques Prévert,École,Public,avenue de Tubingen,13090,Aix-en-Provence,04 42 59 01 75,ce.0132285N@ac-aix-marseille.fr,,Aix - Ste Victoire,43.52591075272491,5.432910111375749,Sainte Victoire
0132286P,École élémentaire Granados Roy d'Espagne,École,Public,allée Granados,13009,Marseille  9e  Arrondissement,04 91 73 36 51,ce.0132286P@ac-aix-marseille.fr,,Marseille Corniche,43.23665644387842,5.3920066619386615,Marseille Calanques
0132287R,École maternelle Malpassé les Oliviers,École,Public,avenue Saint Paul,13013,Marseille 13e  Arrondissement,04 13 94 86 81,ce.0132287R@ac-aix-marseille.fr,REP+,Marseille Belle de Mai,43.32666538405065,5.408480074127892,Marseille Étoile
0132289T,École maternelle les Camoins,École,Public,12 montée des Camoins,13011,Marseille 11e  Arrondissement,04 91 43 07 28,ce.0132289T@ac-aix-marseille.fr,,Allauch Plan-de-Cuques Château Gombert,43.30124693489165,5.5112502598498345,Marseille Huveaune
0132290U,École maternelle Canet Jean Jaurès,École,Public,rue du Muret,13014,Marseille 14e  Arrondissement,04 91 98 00 27,ce.0132290U@ac-aix-marseille.fr,REP+,Marseille  le Canet,43.33193971381945,5.380707379647643,Marseille Vieux Port
0132291V,École élémentaire Victor Hugo,École,Public,rue Charles Renaud,13110,Port-de-Bouc,04 42 06 62 97,ce.0132291V@ac-aix-marseille.fr,REP+,Martigues,43.40667061325373,4.9791375949093375,Cote Bleue
0132295Z,École maternelle Valriant,École,Public,le Charrel,13400,Aubagne,04 42 03 25 99,ce.0132295Z@ac-aix-marseille.fr,,Aubagne,43.2847334611236,5.543110380191316,Le Garlaban
0132297B,École maternelle Victor Hugo,École,Public,Aigues Douces,13110,Port-de-Bouc,04 42 06 64 62,ce.0132297B@ac-aix-marseille.fr,REP+,Martigues,43.404044278843,4.978369677280341,Cote Bleue
0132300E,SGT Lycée technologique privé Jeanne d'Arc,Lycée,Privé,5 chemin Saint Roch,13632,Arles,04 90 52 08 40,ce.0132300e@ac-aix-marseille.fr,,,43.67432833073511,4.642860830051376,Camargue
0132301F,École maternelle Amédée Autran,École,Public,10 boulevard Amedee Autran,13007,Marseille  7e  Arrondissement,04 91 52 07 56,ce.0132301F@ac-aix-marseille.fr,,Marseille Corniche,43.28191378331616,5.366721940288072,Marseille Calanques
0132302G,École maternelle Jules Ferry,École,Public,15 avenue Jules Ferry,13100,Aix-en-Provence,04 42 27 37 09,ce.0132302G@ac-aix-marseille.fr,,Aix - Ste Victoire,43.521707968097886,5.449749528440991,Sainte Victoire
0132303H,École maternelle publique le Pont Flavien,École,Public,le Gueby,13250,Saint-Chamas,04 90 44 52 53,ce.0132303H@ac-aix-marseille.fr,,Miramas,43.54417923383524,5.040809857832134,La Crau
0132307M,École maternelle François Césari,École,Public,traverse de l'Ecole,13240,Septèmes-les-Vallons,04 91 65 24 40,ce.0132307M@ac-aix-marseille.fr,,Gardanne,43.408741044616725,5.367960172898724,Marseille Étoile
0132308N,École maternelle Centre les Pins,École,Public,chemin les Terres Blanches,13320,Bouc-Bel-Air,04 42 22 27 04,ce.0132308N@ac-aix-marseille.fr,,Gardanne,43.45309614034697,5.4176796094196265,Sainte Victoire
0132309P,École privée Susini Esthétique (École Secondaire professionnelle),Lycée,Privé Hors Contrat,384 avenue du Club Hippique,13090,Aix-en-Provence,04 42 20 42 20,a.dahak@peyrefitte.com,,,43.51440844891174,5.4319604192860655,Sainte Victoire
0132310R,Collège Gyptis,Collège,Public,traverse Régny,13009,Marseille,04 91 17 05 00,ce.0132310R@ac-aix-marseille.fr,,Marseille - ASH,43.263731391555446,5.422529079769299,Marseille Huveaune
0132311S,Collège Louis Pasteur,Collège,Public,48 boulevard Paul Claudel,13009,Marseille,04 91 75 02 64,ce.0132311S@ac-aix-marseille.fr,,Marseille - ASH,43.268449469084274,5.409390657671472,Marseille Huveaune
0132312T,Collège André Malraux,Collège,Public,250 rue Albert Einstein,13013,Marseille,04 96 13 90 83,ce.0132312T@ac-aix-marseille.fr,,Marseille - ASH,43.34211901459716,5.446154832019906,Marseille Étoile
0132313U,Collège Stéphane Mallarmé,Collège,Public,avenue de la Croix Rouge,13381,Marseille,04 91 12 22 44,ce.0132313U@ac-aix-marseille.fr,REP+,Marseille - ASH,43.330958835404665,5.43018344762998,Marseille Étoile
0132314V,Collège Jean Giono,Collège,Public,boulevard Thermidor,13013,Marseille,04 91 12 22 80,ce.0132314V@ac-aix-marseille.fr,REP,Marseille - ASH,43.3307269894162,5.43448881533234,Marseille Étoile
0132315W,Collège Françoise Duparc ( Anciennement les Chartreux),Collège,Public,56 avenue des Chartreux,13248,Marseille,04 91 49 36 38,ce.0132315W@ac-aix-marseille.fr,,Marseille - ASH,43.30453463603508,5.398760404761601,Marseille Vieux Port
0132318Z,Collège Elie Coutarel,Collège,Public,35 rue des Canadels,13800,Istres,04 42 56 10 18,ce.0132318Z@ac-aix-marseille.fr,,Marseille - ASH,43.505099814219165,4.982029493258294,La Crau
0132319A,SEP Maurice Genevoix,Lycée,Public,avenue du Général de Gaulle,13700,Marignane,04 42 88 76 90,ce.0132319A@ac-aix-marseille.fr,,,43.4135064443406,5.205819421234101,La Nerthe
0132322D,Collège Paul Éluard,Collège,Public,rue François Billoux,13528,Port-de-Bouc,04 42 06 63 31,ce.0132322D@ac-aix-marseille.fr,REP,Arles - ASH Ouest,43.41282157756637,4.992829441665292,Cote Bleue
0132323E,Collège Maximilien Robespierre,Collège,Public,rue Gustave Vidal,13230,Port-Saint-Louis-du-Rhône,04 42 11 71 20,ce.0132323E@ac-aix-marseille.fr,REP,Marseille - ASH,43.39166421147279,4.80437498911897,Camargue
0132324F,Collège les Gorguettes,Collège,Public,avenue des Gorguettes,13260,Cassis,04 42 98 80 20,ce.0132324F@ac-aix-marseille.fr,,Aix - ASH Est,43.23032225043135,5.5326094138131,Le Garlaban
0132325G,Collège André Campra,Collège,Public,2 rue Loubet,13100,Aix-en-Provence,04 42 21 72 21,ce.0132325G@ac-aix-marseille.fr,,Marseille - ASH,43.532209906660974,5.4483193779569135,Sainte Victoire
0132326H,Collège Albert Camus,Collège,Public,boulevard Guy de Maupassant,13140,Miramas,04 90 58 11 32,ce.0132326H@ac-aix-marseille.fr,,Marseille - ASH,43.57503479618511,5.000400538846497,La Crau
